warehouse_code,product_sku,quantity
1100,5324369866-THK-HSR15C1SS,40
1100,4126670265-THK-HSR15R1SS,20
1100,9064676768-THK-HSR20C1SS,20
1100,8397104107-THK-HSR35C1SS,24
1100,2712143759-THK-HSR35R1SS,8
1100,2521723045-THK-HSR45C1SS,12
1100,9640490379-THK-HSR45R1SS,6
