id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
6882,"Proface- PFXGP4402WADW- HMI Display Size 7.0,Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 9.2 W",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 7.0,Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 9.2 W",PFXGP4402WADW,GP4000E Series,PFXGP4402WADW,15516.68,17378.68,Piece,Each,1,"Proface- PFXGP4402WADW- HMI Display Size 7.0,Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 9.2 W",,,,,,Display Size,7,Display Type,TFT Color LCD,Resolution,800 x 480 pixels (WVGA),Display Colors,"65,536 Colors",Backlight,LED,Application Memory,FLASH EPROM 32 MB *1,Data Backup,FLASH EPROM 128 KB,Rated Input Voltage,24 Vdc,Power Consumption,9.2 W,Ambient Oper. Temp,0 to 50 Ã‚Â°C [32 to 122 Ã‚Â°F],,,1719552184-Product-Screenshot 2024-06-28 105242.png,2869490542-Proface--PFXG,,18%,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://profaceamerica.com/sites/default/files/gp4000e_ds_0.pdf,7 Days,,,,,,0.56 kg [1.235 lb],1,1-2 days,
6883,"Proface- PFXGP4502WADW- HMI Display Size 10.0, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 10 W",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 10.0, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 10 W",PFXGP4502WADW,GP4000E Series,PFXGP4502WADW,38635,43271.2,Piece,Each,1,"Proface- PFXGP4502WADW- HMI Display Size 10.0, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 Colors,Backlight LED, 10 W",,,,,,Display Size,10,Display Type,TFT Color LCD,Resolution,800 x 480 pixels (WVGA),Display Colors,"65,536 Colors",Backlight,LED,Application Memory,FLASH EPROM 32 MB *1,Data Backup,FLASH EPROM 128 KB,Rated Input Voltage,24 Vdc,Power Consumption,10 W,Ambient Oper. Temp,0 to 50 Ã‚Â°C [32 to 122 Ã‚Â°F],,,1719552184-Product-Screenshot 2024-06-28 105242.png,9393578313-Proface--PFXG,,18%,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://profaceamerica.com/sites/default/files/gp4000e_ds_0.pdf,7 Days,,,,,,,1,1-2 days,
6884,"Proface- PFXGM4301TAD- HMI Display Size 5.7, Resolution 320 x 240 pixels (QVGA), TFT Color LCD, 65,536 colors, White LED, 6.8 W or less",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 5.7, Resolution 320 x 240 pixels (QVGA), TFT Color LCD, 65,536 colors, White LED, 6.8 W or less",PFXGM4301TAD,GP4000M Series,PFXGM4301TAD,23331.8,26131.62,Piece,Each,1,"Proface-PFXGM4301TAD- HMI Display Size 5.7, Resolution 320 x 240 pixels (QVGA), TFT Color LCD, 65,536 colors, White LED, 6.8 W or less",,,,,,Display Size,5.7,Display Type,TFT Color LCD,Resolution,320 x 240 pixels (QVGA),Display Colors,"65,536 colors",Backlight,"White LED (When replacement is required,contact your local GP distributor)",Application Memory,FLASH EPROM 8 MB*1,Data Backup,128KB*2,Rated Input Voltage,24V DC,Power Consumption,6.8 W or less,,,,,1719556178-Product-Screenshot 2024-06-28 115617.png,9377533083-Proface--PFXG,,18%,https://profaceamerica.com/en-US/content/pfxgm4301tad-0,7 Days,,,,,,,1,1-2 days,
6885,"Proface- PFXGE4501WAD- HMI Display Size 10.1, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 10.1, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",PFXGE4501WAD,GC4000 Series,PFXGE4501WAD,27999,31358.88,Piece,Each,1,"Proface- PFXGE4501WAD- HMI Display Size 10.1, Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",,,,,,Display Size,10.1,Display Type,TFT Color LCD,Resolution,800 x 480 pixels (WVGA),Display Colors,"65,536 colors",Backlight,LED,Application Memory,FLASH EPROM 8 MB,Data Backup,FLASH EPROM 128 KB,Rated Input Voltage,24V DC,Power Consumption,5 W,,,,,1719557752-Product-Screenshot 2024-06-28 122533.png,1778781978-Proface--PFXG,,18%,,7 Days,,,,,,,1,1-2 days,
6886,"Proface- PFXGE4408WAD- HMI Display Size 7 Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 7 Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",PFXGE4408WAD,GC4000 Series,PFXGE4408WAD,12000,13440,Piece,Each,1,"Proface- PFXGE4408WAD- HMI Display Size 7 Resolution 800 x 480 pixels (WVGA), TFT Color LCD, 65,536 colors, LED, 5 W",,,,,,Display Size,7,Display Type,TFT Color LCD,Resolution,800 x 480 pixels (WVGA),Display Colors,"65,536 colors",Backlight,LED,FLASH EPROM 8 MB,FLASH EPROM 8 MB,Data Backup,FLASH EPROM 128 KB,Rated Input Voltage,24V DC,Power Consumption,5 W,,,,,1719558986-Product-Screenshot 2024-06-28 124612.png,8903559292-Proface--PFXG,,18%,,7 Days,,,,,,,1,1-2 days,
6887,"Proface- PFXGP4114T2D- HMI Display Size 4.3, Resolution 480 x 272 pixels, 65,536 colors, TFT Color LCD, White LED",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 4.3, Resolution 480 x 272 pixels, 65,536 colors, TFT Color LCD, White LED",PFXGP4114T2D,GP4100 Series,PFXGP4114T2D,7000.84,7840.94,Piece,Each,1,"HMI Display Size 4.3, Resolution 480 x 272 pixels,65,536 colors, TFT Color LCD, White LED",,,,,,Display Size,4.3,Display Type,TFT Color LCD,Resolution,480 x 272 pixels,Display Colors,"65,536 colors",Backlight,"White LED (Not user replaceable. When replacement is required, contact your local distributor.)",,,,,,,,,Brightness control,,,,1719655829-Product-Screenshot 2024-06-29 153849.png,8579744886-Proface--PFXG,,18%,,7 Days,,,,,,,1,1-2 days,
11031,"Proface- PFXGP4401TAD- HMI Display Size 7, Resolution 640 x 480 pixels (VGA), 65,536 colors",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"HMI Display Size 7, Resolution 640 x 480 pixels (VGA), 65,536 colors",PFXGP4401TAD,GP4000 Series,PFXGP4401TAD,80000,89600,Piece,Each,1,"Proface- HMI Display Size 7, Resolution 640 x 480 pixels (VGA), 65,536 colors, TFT Color LCD",,,,,,Display Size,7,Display Type,TFT Color LCD,Resolution,640 x 480 pixels (VGA),Display Colors,"65,536 colors (No blink) / 16,384 colors (Blink)",Backlight,"White LED (Not user replaceable. When replacement is required, contact your local distributor.)",,,,,,,,,,,,,1723201679-Product-image_0901.jpg,7537635165-Proface--HMI,,18%,,7 Days,,,,,,,1,1-2 days,
11032,"Proface- PFXZCCEUSS1- Fingerprint Recognition Unit, EZ Series, 20 to 30 VDC",Proface,Factory Automation,Display Unit,Human Machine Interface (HMI),"Fingerprint Recognition Unit, EZ Series, 20 to 30 VDC",PFXZCCEUSS1,EZ Series,PFXZCCEUSS1,20419,22869.28,Piece,Each,1,"Proface- HMI Display Size 7, Resolution 640 x 480 pixels (VGA), 65,536 colors, TFT Color LCD",,,,,,Size,Fingerprint Recognition Unit,Family,Peripheral Equipment,Rated Input Voltage,24VDC,Input Voltage Limits,20 to 30 VDC,Power Consumption,1.6W max,Surrounding Air Temperatuer,0 to 50Âº C (32 to 122Âº F),Supported Software,GP-Pro EX Ver. 4.07.100 or later,Storage Temperature,-25 to 70 deg C (-13 to 158 deg F),Environmental Ratings,IP65f front face/IP20 back,,,,,1723205025-Product-proface picccc.PNG,6690182076-Proface-PFXZC,,18%,,7 Days,,,,,,,1,1-2 days,
