name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
TS1070S Fuji Electric 7.0” widescreen LED Human Machine Interface,Fuji Electric,Factory Automation,Human Machine Interface,7.0” widescreen LED Human Machine Interface,,TS1070S,TS,TS1070S,35000,18550,Piece,Each,1,TS1070S Fuji Electric 7.0” widescreen LED Human Machine Interface,,,,,,Display Size,"7.0"" Widescreen",Usage/Application,Industrial,Phase,Single phase,Display Resolution,800 x 480 dots,"Display Type, Colors","TFT color,65,536 colors",Frequency,50-60 Hz,Voltage,24 V DC +- 10 %,Power Consumption,11W or less,Panel Cutout,189.0 x 134.0 (+0.5/-0)mm,Storage Ambient Temperature,-10 to 60 Deg C,,,1711014574-Product-Screenshot 2024-03-21 151905.png,,,18%,,,,,140mm,130mm,143mm,,1,1-2 Days
