id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
2350,"Mitsubishi Electric FX3U-64MT/ES- PLC, FX3U Base Unit AC 100-240 V, 32 Inputs DC 24 V, 32 Transistor Outputs, Sink",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Main Unit,FX3U-64MT/ES,FX series,FX3U-64MT/ES,80500,36225,Piece,Each,1,"Mitsubishi FX3U-64MT/ES, Service Power Supply 24V, I/O Type DC input (sink/source)/relay output, Integrated Digital Inputs/output 32, Max:- Buy Mitsubishi FX3U-64MT/ES in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Digital Inputs,32 points,Integrated Digital Outputs,32 points,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),Protection Class,IP10,,,,,,,,,,,1713439927-Product-Screenshot 2024-04-18 165600.png,8899168700-Mitsubishi-El,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,220mm,90mm,86mm,1kg,1,2-4 Days,
2351,"Mitsubishi Electric FX3U-4AD-PLC, FX3U Analog Input Module, 16 bit; 4 Analog Inputs For Current or Voltage",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Analog Input Card,FX3U-4AD,FX series,FX3U-4AD,40500,18225,Piece,Each,1,"Mitsubishi FX3U-4AD, Service Power Supply 24V, I/O Type DC input (sink/source)/relay output, Integrated Digital Inputs4 points, Max:- Buy Mitsubishi FX3U-4AD in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Analogue Inputs,4 points,Input Voltage Range (V),-20,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),Protection Class,,,,,,,,,,,,1713440002-Product-Screenshot 2024-04-18 170314.png,9395929865-Mitsubishi-El,85389000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,17.6mm,90mm,89.5mm,1kg,1,2-4 Days,
2357,Mitsubishi Electric FX5U-32MT/ESS-FX5U;CPU;AC;16 Inputs;16 Transistor Outputs;3xAnalog;Eth;RS-485;source,Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Main Unit,FX5U-32MT/ESS,FX series,FX5U-32MT/ESS,52850,23782.5,Piece,Each,1,"Mitsubishi Electric FX5U-32MT/ESS, FX5U;CPU;AC;16 Inputs;16 Transistor Outputs;3xAnalog;Eth;RS-485;source:- Buy Mitsubishi Electric FX5U-32MT/ESS in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Digital Inputs,16 points,Integrated Digital Outputs,16 points,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),Protection Class,IP10,,,,,,,,,,,1713440708-Product-Screenshot 2024-04-18 171456.png,6293966827-Mitsubishi-El,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blta753d93cebc8ed08/62726f5ac6feae170ff6a672/l08775eng-b.pdf,,,,150mm,90mm,83mm,0.65kg,1,2-4 Days,
2358,"Mitsubishi Electric FX3U-32MR/ES-PLC, FX3U Base Unit AC 100-240 V; 16 Inputs DC 24 V; 16 Relay Outputs",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Main Unit,FX3U-32MR/ES,FX series,FX3U-32MR/ES,52850,23782.5,Piece,Each,1,"Mitsubishi Electric, FX3U-32MR/ES, PLC, FX3U Base Unit AC 100-240 V; 16 inputs DC 24 V; 16 relay outputs:- Buy Mitsubishi Electric, FX3U-32MR/ES in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Digital Inputs,16 points,Integrated Digital Outputs,16 points,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),Protection Class,IP10,,,,,,,,,,,1713440782-Product-Screenshot 2024-04-18 171614.png,7371117290-Mitsubishi-El,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blta753d93cebc8ed08/62726f5ac6feae170ff6a672/l08775eng-b.pdf,,,,150mm,90mm,86mm,0.65kg,1,2-4 Days,
2359,"Mitsubishi Electric FX2N-8EYR-ES/UL-PLC, FX2N Modular Extension Unit; 8 Relay Outputs",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX2N-8EYR-ES/UL,FX series,FX2N-8EYR-ES/UL,12000,5400,Piece,Each,1,"Mitsubishi FX2N-8EYR-ES/UL, Service Power Supply 24V, I/O Type DC input (sink/source)/relay output, Integrated Digital Inputs/output 8, Max:- Buy Mitsubishi FX2N-8EYR-ES/U Mitsubishi FX2N-8EYR-ES/UL in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Digital Inputs,8 points,Integrated Digital Outputs,8 points,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),Protection Class,,,,,,,,,,,,1713440864-Product-Screenshot 2024-04-18 171736.png,4312175181-Mitsubishi-El,85389000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blta753d93cebc8ed08/62726f5ac6feae170ff6a672/l08775eng-b.pdf,,,,43mm,90mm,43mm,0.2kg,1,2-4 Days,
2360,Mitsubishi Electric FX5-16EX/ES- FX5;I/O Extension;16 Inputs,Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX5-16EX/ES,FX series,FX5-16EX/ES,12850,5782.5,Piece,Each,1,"Mitsubishi, FX5-16EX, Service Power Supply 24V, I/O Type DC input (sink/source)/relay output, Integrated Digital Inputs/output 16, Max:- Buy Mitsubishi FX5-16EX in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Service Power Supply,24V,I/O Type,DC input (sink/source)/relay output,Integrated Digital Inputs,16 points,Integrated Digital Outputs,16 points,Min Ambient Temperature - Max. Ambient Temperature (Â°C),(0-55),,,,,,,,,,,,,1713441251-Product-Screenshot 2024-04-18 172404.png,5004097236-Mitsubishi-El,85389000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,40mm,90mm,83mm,0.25kg,1,2-4 Days,
2441,"Mitsubishi, FX2N-16EX-ES/UL, PLC, FX2N Modular extension unit; 16 inputs 24 VDC; sink/source",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX2N-16EX-ES/UL,FX2N Series,FX2N-16EX-ES/UL,14250,6412.5,Piece,Each,1,"Mitsubishi, FX2N-16EX-ES/UL, Digital Input Card, PLC, FX2N Modular extension unit; 16 inputs 24 VDC; sink/source:- Buy Mitsubishi, FX2N-16EX-ES/UL, in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Occupied I/O Points on PLC,16,Integrated Digital Inputs,16,,,,,,,,,,,,,,,,,,,1713866414-Product-13300.png,4156775809-Mitsubishi--F,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,40mm,90mm,87mm,0.3kg,1,2-4 Days,
2442,"Mitsubishi, FX2N-16EYR-ES/UL, PLC, FX2N Modular extension unit; 16 relay outputs",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX2N-16EYR-ES/UL,FX2N Series,FX2N-16EYR-ES/UL,16200,7290,Piece,Each,1,"Mitsubishi, FX2N-16EYR-ES/UL, Digital Output Card, PLC, FX2N Modular extension unit; 16 relay outputs:- Buy Mitsubishi, FX2N-16EYR-ES/UL, in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Occupied I/O Points on PLC,16,Integrated Digital Inputs,16,Integrated Digital Outputs,16,Output Type,RELAY,,,,,,,,,,,,,,,1713866444-Product-15100.png,7378923979-Mitsubishi--F,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,40mm,90mm,87mm,0.3kg,1,2-4 Days,
2443,"Mitsubishi, FX2N-48ER-ES/UL, Digital Input/Output Card,AC 100-240 V; 24 inputs, 24 relay outputs",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX2N-48ER-ES/UL,FX2N Series,FX2N-48ER-ES/UL,48600,21870,Piece,Each,1,"Mitsubishi, FX2N-48ER-ES/UL, Digital Input/Output Card, PLC, FX2N Compact extension unit AC 100-240 V; 24 inputs, 24 relay outputs:- Buy Mitsubishi, FX2N-48ER-ES/UL, in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Occupied I/O Points on PLC,48,Integrated Digital Inputs,24,Integrated Digital Outputs,24,Output Type,RELAY,Power Supply (V),100-240,,,,,,,,,,,,,1713866485-Product-45400.png,2079930996-Mitsubishi--F,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,182mm,90mm,87mm,0.85kg,1,2-4 Days,
2444,"Mitsubishi, FX2N-8EX-ES/UL,PLC, FX2N Modular extension unit; 8 inputs",Mitsubishi Electric,Factory Automation,PLC,Compact PLC,Digital I/O Module,FX2N-8EX-ES/UL,FX2N Series,FX2N-8EX-ES/UL,9850,4432.5,Piece,Each,1,"Mitsubishi, FX2N-8EX-ES/UL, Digital Input Card, PLC, FX2N Modular extension unit; 8 inputs:- Buy Mitsubishi, FX2N-8EX-ES/UL, in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Occupied I/O Points on PLC,8,Integrated Digital Inputs,8,,,,,,,,,,,,,,,,,,,1713866830-Product-Screenshot 2024-04-23 153556.png,4492618431-Mitsubishi--F,85371000,18%,https://eu-assets.contentstack.com/v3/assets/blt5412ff9af9aef77f/blte776e811bc9c302f/61f677c4ae6dcc45acf64adb/b1912603-537a-11ec-9e07-b8ca3a62a094_C_FX_Family_I_UK_167840.pdf,,,,43mm,90mm,87mm,0.2kg,1,2-4 Days,
