2 sheet,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
8954,Polycab 185 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),,,,1431.9,71595,Meter,(1 Pack of 50 No),1,Polycab 185 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),Size,185 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,6.6 KV (UE) / 1.1 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,5857857454-Polycab-185-S,,18%,,,,,,,,,1,1-2 Days,
8955,Polycab 240 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),,,,1734.93,86746.5,Meter,(1 Pack of 50 No),1,Polycab 240 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),Size,240 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,6.6 KV (UE) / 1.1 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,7950622673-Polycab-240-S,,18%,,,,,,,,,1,1-2 Days,
8956,Polycab 300 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),,,,2052.39,102619.5,Meter,(1 Pack of 50 No),1,Polycab 300 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),Size,300 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,6.6 KV (UE) / 1.1 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,8974093116-Polycab-300-S,,18%,,,,,,,,,1,1-2 Days,
8957,Polycab 400 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),,,,2567.8,128390,Meter,(1 Pack of 50 No),1,Polycab 400 Sq.mm X 3 Core HT 6.6 KV (UE) / 1.1 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 6.6 KV (UE) / 1.1 KV (E),Size,400 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,6.6 KV (UE) / 1.1 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,9907972662-Polycab-400-S,,18%,,,,,,,,,1,1-2 Days,
8958,Polycab 35 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,,,Meter,(1 Pack of 100 No),1,Polycab 35 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,35 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,5935727266-Polycab-35-Sq,,18%,,,,,,,,,1,1-2 Days,
8959,Polycab 50 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,,,Meter,(1 Pack of 100 No),1,Polycab 50 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,50 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,2837668030-Polycab-50-Sq,,18%,,,,,,,,,1,1-2 Days,
8960,Polycab 70 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,,,Meter,(1 Pack of 100 No),1,Polycab 70 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,70 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,3205687968-Polycab-70-Sq,,18%,,,,,,,,,1,1-2 Days,
8961,Polycab 95 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,1200.28,120028,Meter,(1 Pack of 100 No),1,Polycab 95 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,95 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,1975259943-Polycab-95-Sq,,18%,,,,,,,,,1,1-2 Days,
8962,Polycab 120 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,1348.65,134865,Meter,(1 Pack of 100 No),1,Polycab 120 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,120 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6635718127-Polycab-120-S,,18%,,,,,,,,,1,1-2 Days,
8963,Polycab 150 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,1546.97,77348.5,Meter,(1 Pack of 50 No),1,Polycab 150 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,150 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,9212470046-Polycab-150-S,,18%,,,,,,,,,1,1-2 Days,
8964,Polycab 185 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,1746.03,87301.5,Meter,(1 Pack of 50 No),1,Polycab 185 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,185 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6352757819-Polycab-185-S,,18%,,,,,,,,,1,1-2 Days,
8965,Polycab 240 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,2061.27,103063.5,Meter,(1 Pack of 50 No),1,Polycab 240 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,240 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,3270906063-Polycab-240-S,,18%,,,,,,,,,1,1-2 Days,
8966,Polycab 300 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,2416.84,120842,Meter,(1 Pack of 50 No),1,Polycab 300 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,300 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6580024174-Polycab-300-S,,18%,,,,,,,,,1,1-2 Days,
8967,Polycab 400 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 11 KV (UE),,,,2931.51,146575.5,Meter,(1 Pack of 50 No),1,Polycab 400 Sq.mm X 3 Core HT 11 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 11 KV (UE),Size,400 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,11 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,2344307299-Polycab-400-S,,18%,,,,,,,,,1,1-2 Days,
8968,Polycab 35 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 35 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,35 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,4681254178-Polycab-35-Sq,,18%,,,,,,,,,1,1-2 Days,
8969,Polycab 50 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 50 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,50 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,7829197240-Polycab-50-Sq,,18%,,,,,,,,,1,1-2 Days,
8970,Polycab 70 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 70 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,70 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6904609508-Polycab-70-Sq,,18%,,,,,,,,,1,1-2 Days,
8971,Polycab 95 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,1200.28,120028,Meter,(1 Pack of 100 No),1,Polycab 95 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,95 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,1430207832-Polycab-95-Sq,,18%,,,,,,,,,1,1-2 Days,
8972,Polycab 120 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,1348.65,134865,Meter,(1 Pack of 100 No),1,Polycab 120 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,120 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,4043480734-Polycab-120-S,,18%,,,,,,,,,1,1-2 Days,
8973,Polycab 150 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,1546.97,77348.5,Meter,(1 Pack of 50 No),1,Polycab 150 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,150 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6670338616-Polycab-150-S,,18%,,,,,,,,,1,1-2 Days,
8974,Polycab 185 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,1746.03,87301.5,Meter,(1 Pack of 50 No),1,Polycab 185 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,185 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,8180635035-Polycab-185-S,,18%,,,,,,,,,1,1-2 Days,
8975,Polycab 240 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,2061.27,103063.5,Meter,(1 Pack of 50 No),1,Polycab 240 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,240 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,3092576160-Polycab-240-S,,18%,,,,,,,,,1,1-2 Days,
8976,Polycab 300 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,2416.84,120842,Meter,(1 Pack of 50 No),1,Polycab 300 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,300 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6180423500-Polycab-300-S,,18%,,,,,,,,,1,1-2 Days,
8977,Polycab 400 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 22 KV (E),,,,2931.51,146575.5,Meter,(1 Pack of 50 No),1,Polycab 400 Sq.mm X 3 Core HT 22 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 22 KV (E),Size,400 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,22 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,2870772353-Polycab-400-S,,18%,,,,,,,,,1,1-2 Days,
8978,Polycab 35 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 35 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,35 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,4937558079-Polycab-35-Sq,,18%,,,,,,,,,1,1-2 Days,
8979,Polycab 50 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 50 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,50 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,9918726536-Polycab-50-Sq,,18%,,,,,,,,,1,1-2 Days,
8980,Polycab 70 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,,,Meter,(1 Pack of 100 No),1,Polycab 70 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,70 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,7234236270-Polycab-70-Sq,,18%,,,,,,,,,1,1-2 Days,
8981,Polycab 95 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,1225.07,122507,Meter,(1 Pack of 100 No),1,Polycab 95 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,95 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6705721168-Polycab-95-Sq,,18%,,,,,,,,,1,1-2 Days,
8982,Polycab 120 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,1376.4,137640,Meter,(1 Pack of 100 No),1,Polycab 120 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,120 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,4154685375-Polycab-120-S,,18%,,,,,,,,,1,1-2 Days,
8983,Polycab 150 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,1578.42,78921,Meter,(1 Pack of 50 No),1,Polycab 150 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,150 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,6814300676-Polycab-150-S,,18%,,,,,,,,,1,1-2 Days,
8984,Polycab 185 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,1781.92,89096,Meter,(1 Pack of 50 No),1,Polycab 185 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,185 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,2119931064-Polycab-185-S,,18%,,,,,,,,,1,1-2 Days,
8985,Polycab 240 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,2103.45,105172.5,Meter,(1 Pack of 50 No),1,Polycab 240 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,240 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,9296640568-Polycab-240-S,,18%,,,,,,,,,1,1-2 Days,
8986,Polycab 300 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,2466.05,123302.5,Meter,(1 Pack of 50 No),1,Polycab 300 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,300 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,2261812741-Polycab-300-S,,18%,,,,,,,,,1,1-2 Days,
8987,Polycab 400 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (E),,,,2991.08,149554,Meter,(1 Pack of 50 No),1,Polycab 400 Sq.mm X 3 Core HT 33 KV (E) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (E),Size,400 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (E),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,1717373026-Polycab-400-S,,18%,,,,,,,,,1,1-2 Days,
8988,Polycab 35 Sq.mm X 3 Core HT 33 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (UE),,,,,,Meter,(1 Pack of 100 No),1,Polycab 35 Sq.mm X 3 Core HT 33 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (UE),Size,35 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,8692067999-Polycab-35-Sq,,18%,,,,,,,,,1,1-2 Days,
8989,Polycab 50 Sq.mm X 3 Core HT 33 KV (UE) Aluminium Armoured PVC Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,HT Cables,HT Aluminium Armoured PVC Cable 33 KV (UE),,,,,,Meter,(1 Pack of 100 No),1,Polycab 50 Sq.mm X 3 Core HT 33 KV (UE) Aluminium Armoured PVC Cable,,,,,,Type,HT Aluminium Armoured PVC Cable 33 KV (UE),Size,50 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,33 KV (UE),Type of Armouring,Flat Strip,Armouring,Galvanised Steel,,,,,,,1721714764-Product-HT Cble.PNG,7357551511-Polycab-50-Sq,,18%,,,,,,,,,1,1-2 Days,
