2 sheet,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
8689,Polycab 1.5 Sq.mm X 4 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,69300,35343,Meter,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 4 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,4 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,3649032552-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8690,Polycab 1.5 Sq.mm X 5 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,81200,41412,Meter,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 5 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,5 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,3234564519-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8691,Polycab 1.5 Sq.mm X 6 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,95200,48552,Meter,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 6 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,6 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,7620451094-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8692,Polycab 1.5 Sq.mm X 7 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,53850,27463.5,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 7 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,7 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,3429340849-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8693,Polycab 1.5 Sq.mm X 8 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,61050,31135.5,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 8 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,8 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,1239160720-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8694,Polycab 1.5 Sq.mm X 10 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,74600,38046,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 10 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,10 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,2752024095-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8695,Polycab 1.5 Sq.mm X 12 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,88000,44880,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 12 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,12 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,9805833908-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8696,Polycab 1.5 Sq.mm X 14 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,99450,50719.5,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 14 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,14 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,6004710236-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8697,Polycab 1.5 Sq.mm X 16 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,112150,57196.5,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 16 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,16 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,6148905448-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8698,Polycab 1.5 Sq.mm X 19 Individual & Overall shielded Armoured Instrumentation FRLS Cable(1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,130950,66784.5,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 19 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,19 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,6363764696-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8699,Polycab 1.5 Sq.mm X 24 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,165200,84252,Meter,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 24 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,24 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,7748081442-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8700,Polycab 2.5 Sq.mm X 2 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,57200,29172,Meter,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 2 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,2 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,6146524968-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8701,Polycab 2.5 Sq.mm X 3 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,77900,39729,Meter,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 3 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,3 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,2994231174-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8702,Polycab 2.5 Sq.mm X 4 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,96100,49011,Meter,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 4 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,4 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,9238822902-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8703,Polycab 2.5 Sq.mm X 5 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,58600,29886,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 5 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,5 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,5281149967-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8704,Polycab 2.5 Sq.mm X 6 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,68300,34833,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 6 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,6 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,8200595683-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8705,Polycab 2.5 Sq.mm X 7 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,77650,39601.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 7 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,7 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,2168780350-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8706,Polycab 2.5 Sq.mm X 8 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,88550,45160.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 8 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,8 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,6866077996-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8707,Polycab 2.5 Sq.mm X 10 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,108650,55411.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 10 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,10 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,4937512133-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8708,Polycab 2.5 Sq.mm X 12 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,124350,63418.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 12 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,12 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,9790037335-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8709,Polycab 2.5 Sq.mm X 14 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,147050,74995.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 14 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,14 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,9592095765-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8710,Polycab 2.5 Sq.mm X 16 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,166400,84864,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 16 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,16 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,1967613459-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8711,Polycab 2.5 Sq.mm X 19 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,194550,99220.5,Meter,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 19 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,19 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,3370182144-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8712,Polycab 2.5 Sq.mm X 24 Individual & Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 20 No),Polycab,Industrial Wires & Cables,Cables,Individual & Overall shielded Armoured Instrumentation Cable,Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,97880,49918.8,Meter,(1 Pack of 20 No),1,Polycab 2.5 Sq.mm X 24 Individual & Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,24 Pair,Type,Individual &Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721380819-Product-Screen Sht Image Polycab.PNG,8746780608-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8744,Polycab 0.5 Sq.mm X 3 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,8000,4640,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 3 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,2877494528-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8745,Polycab 0.5 Sq.mm X 4 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,10400,6032,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 4 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,4 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,5404686114-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8746,Polycab 0.5 Sq.mm X 5 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,14600,8468,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 5 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,5 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,9353645584-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8747,Polycab 0.5 Sq.mm X 6 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,17200,9976,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 6 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,6 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,6676324124-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8748,Polycab 0.5 Sq.mm X 7 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,19700,11426,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 7 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,7 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,3056871873-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8749,Polycab 0.5 Sq.mm X 8 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,23000,13340,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 8 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,8 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,3031512838-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8750,Polycab 0.5 Sq.mm X 9 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,26500,15370,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 9 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,9 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,4821789247-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8751,Polycab 0.5 Sq.mm X 10 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,29200,16936,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 10 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,10 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,5156165718-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8752,Polycab 0.5 Sq.mm X 12 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,34400,19952,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 12 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,12 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,3061527727-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8753,Polycab 0.5 Sq.mm X 14 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,41500,24070,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 14 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,14 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,2087438043-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8754,Polycab 0.5 Sq.mm X 16 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,46800,27144,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 16 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,16 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,8550438848-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8755,Polycab 0.5 Sq.mm X 18 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,51900,30102,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 18 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,18 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,9416020960-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8756,Polycab 0.5 Sq.mm X 24 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,70500,40890,Meter,(1 Pack of 100 mtr),1,Polycab 0.5 Sq.mm X 24 Core Flat Festoon Cable,,,,,,Size,0.5 Sq.mm,Type of Core,24 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,2324538461-Polycab-0.5-S,,18%,,,,,,,,,1,1-2 Days,
8757,Polycab 0.75 Sq.mm X 3 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,9800,5684,Meter,(1 Pack of 100 mtr),1,Polycab 0.75 Sq.mm X 3 Core Flat Festoon Cable,,,,,,Size,0.75 Sq.mm,Type of Core,3 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,9596835309-Polycab-0.75,,18%,,,,,,,,,1,1-2 Days,
8758,Polycab 0.75 Sq.mm X 4 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,13400,7772,Meter,(1 Pack of 100 mtr),1,Polycab 0.75 Sq.mm X 4 Core Flat Festoon Cable,,,,,,Size,0.75 Sq.mm,Type of Core,4 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,7524019241-Polycab-0.75,,18%,,,,,,,,,1,1-2 Days,
8759,Polycab 0.75 Sq.mm X 5 Core Flat Festoon Cable (1 Pack of 100 mtr),Polycab,Industrial Wires & Cables,Cables,Festoon Cables,Flat Festoon Cable,,,,18900,10962,Meter,(1 Pack of 100 mtr),1,Polycab 0.75 Sq.mm X 5 Core Flat Festoon Cable,,,,,,Size,0.75 Sq.mm,Type of Core,5 Core,Packing,Coil/Drum,Unit,Meter,Voltage,1100 Volts,,,,,,,,,,,,,1721640588-Product-festoon cable.PNG,5397248002-Polycab-0.75,,18%,,,,,,,,,1,1-2 Days,
