c1_category,c2_category,leaf_category
Human Machine Interface,Human Machine Interface GOT 2000 LED,
Human Machine Interface,Human Machine Interface GOT 2000 LED,
Human Machine Interface,Human Machine Interface GOT 2000 LED,
Human Machine Interface,"HMI, 7wideTFT,DC;WVGA,65k colors,RS-422/485,RS-232,USB,Eth,SD,Black",
Human Machine Interface,"HMI, 10.1 Wide, WXGA, TFT color LCD 65536 colors, Panel color: Black, Power supply voltage: 24 V DC",
Human Machine Interface,"GOT2000, HMI, 10,4""TFT,AC,VGA, 65k colors, RS-422/485, RS-232,USB;Eth;SD;Black",
Human Machine Interface,"GOT2000, HMI, 12,1""wideTFT, DC,WXGA, 65k colors, RS-422/485, RS-232,USB,Eth,SD,Black",
Human Machine Interface,"HMI, 10.4, SVGA, TFT color LCD 65536 colors, Panel color: Black, Power supply voltage: 100 V AC to 240 V AC",
