id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
8306,Cable Ties,Reputed,Panel & Panel Accessories,Panel Accessories,Cable Ties,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292540-Product-Cable Ties.PNG,2296083126-Cable-Ties,,18%,,,,,,,,,1,08-10 Days,
8307,Cable Clip,Reputed,Panel & Panel Accessories,Panel Accessories,Cable Clip,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292550-Product-Cable Clip.PNG,2552124208-Cable-Clip,,18%,,,,,,,,,1,08-10 Days,
8308,Nylon Cable Gland,Reputed,Panel & Panel Accessories,Panel Accessories,Nylon Cable Gland,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292559-Product-Nylon Cable Gland.PNG,1827583518-Nylon-Cable-G,,18%,,,,,,,,,1,08-10 Days,
8309,Polyamide Flexible Conduits and Accessories,Reputed,Panel & Panel Accessories,Panel Accessories,Polyamide Flexible Conduits and Accessories,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292569-Product-Polyamide Flexible Conduits and Accessories.PNG,9146270908-Polyamide-Fle,,18%,,,,,,,,,1,08-10 Days,
8310,P Connector or Screw-On Wire Connector,Reputed,Panel & Panel Accessories,Panel Accessories,P Connector or Screw-On Wire Connector,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292579-Product-P Connector or Screw-On Wire Connector.PNG,7093571837-P-Connector-o,,18%,,,,,,,,,1,08-10 Days,
8311,Cord End Terminals,Reputed,Panel & Panel Accessories,Panel Accessories,Cord End Terminals,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292590-Product-Cord End Terminals.PNG,6268629731-Cord-End-Term,,18%,,,,,,,,,1,08-10 Days,
8312,PG Brass Cable Glands,Reputed,Panel & Panel Accessories,Panel Accessories,PG Brass Cable Glands,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292602-Product-PG Brass Cable Glands.PNG,6374015002-PG-Brass-Cabl,,18%,,,,,,,,,1,08-10 Days,
8313,M-Series Gland,Reputed,Panel & Panel Accessories,Panel Accessories,M-Series Gland,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292618-Product-M-Series Gland.PNG,7763113580-M-Series-Glan,,18%,,,,,,,,,1,08-10 Days,
8314,Cable End Terminals,Reputed,Panel & Panel Accessories,Panel Accessories,Cable End Terminals,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292631-Product-Cable End Terminals.PNG,3906960445-Cable-End-Ter,,18%,,,,,,,,,1,08-10 Days,
8315,Heat Shrinkable Tubes,Reputed,Panel & Panel Accessories,Panel Accessories,Heat Shrinkable Tubes,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292642-Product-Heat Shrinkable Tubes.PNG,3761716469-Heat-Shrinkab,,18%,,,,,,,,,1,08-10 Days,
8316,Brass Cable Gland,Reputed,Panel & Panel Accessories,Panel Accessories,Brass Cable Gland,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292654-Product-Brass Cable Gland.PNG,1450858275-Brass-Cable-G,,18%,,,,,,,,,1,08-10 Days,
8317,Flexible Conduit Pipe,Reputed,Panel & Panel Accessories,Panel Accessories,Flexible Conduit Pipe,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292665-Product-Flexible Conduit Pipe.PNG,3109514242-Flexible-Cond,,18%,,,,,,,,,1,08-10 Days,
8318,Copper Lugs,Reputed,Panel & Panel Accessories,Panel Accessories,Copper Lugs,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292674-Product-Copper Lugs.PNG,1121577863-Copper-Lugs,,18%,,,,,,,,,1,08-10 Days,
8319,Spiral Wrapping Band,Reputed,Panel & Panel Accessories,Panel Accessories,Spiral Wrapping Band,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292684-Product-Spiral Wrapping Band.PNG,3450237181-Spiral-Wrappi,,18%,,,,,,,,,1,08-10 Days,
8320,Closed End Wire Connectors,Reputed,Panel & Panel Accessories,Panel Accessories,Closed End Wire Connectors,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292693-Product-Closed End Wire Connectors.PNG,6363122904-Closed-End-Wi,,18%,,,,,,,,,1,08-10 Days,
8321,Cable Tie Base,Reputed,Panel & Panel Accessories,Panel Accessories,Cable Tie Base,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292702-Product-Cable Tie Base.PNG,1322102692-Cable-Tie-Bas,,18%,,,,,,,,,1,08-10 Days,
8322,PVC Sleeve,Reputed,Panel & Panel Accessories,Panel Accessories,PVC Sleeve,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292711-Product-PVC Sleeve.PNG,1383996183-PVC-Sleeve,,18%,,,,,,,,,1,08-10 Days,
8323,UV Resistant or UV Protected Cable Tie,Reputed,Panel & Panel Accessories,Panel Accessories,UV Resistant or UV Protected Cable Tie,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292721-Product-UV Resistant or UV Protected Cable Tie.PNG,7926640391-UV-Resistant,,18%,,,,,,,,,1,08-10 Days,
8324,PVC Busbar Heat Shrinkable Sleeve,Reputed,Panel & Panel Accessories,Panel Accessories,PVC Busbar Heat Shrinkable Sleeve,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292731-Product-PVC Busbar Heat Shrinkable Sleeve.PNG,1778977877-PVC-Busbar-He,,18%,,,,,,,,,1,08-10 Days,
8325,Nylon Braided Sleeve,Reputed,Panel & Panel Accessories,Panel Accessories,Nylon Braided Sleeve,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292740-Product-Nylon Braided Sleeve.PNG,8171356724-Nylon-Braided,,18%,,,,,,,,,1,08-10 Days,
8326,Industrial Plug And Sockets,Reputed,Panel & Panel Accessories,Panel Accessories,Industrial Plug And Sockets,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292749-Product-Industrial Plug And Sockets.PNG,2432611255-Industrial-Pl,,18%,,,,,,,,,1,08-10 Days,
8327,Cable Marker,Reputed,Panel & Panel Accessories,Panel Accessories,Cable Marker,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292757-Product-Cable Marker.PNG,1501128868-Cable-Marker,,18%,,,,,,,,,1,08-10 Days,
8328,HT Insulation Tape,Reputed,Panel & Panel Accessories,Panel Accessories,HT Insulation Tape,,,,,,,Piece,1 Pack of No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721292766-Product-HT Insulation Tape.PNG,1206355398-HT-Insulation,,18%,,,,,,,,,1,08-10 Days,
