id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
1846,"1119007, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 7 Core PVC Control Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119007,,1119007,85/Mtr,8500,Meter,Each,1,"1119007, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 7 Core PVC Control Flexible Cable, Length: 100 m.",,,,,,Insulation Material,PVC,Nominal Size,0.5 sqmm,Length,100 m,Number Of Cores,7 Core,Overall Diameter,6.7 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,3084632337-1119007--Lapp,,18%,,,,,,,,,1,5-6 Days,
1847,"1119010, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 10 Core PVC Control Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119010,,1119010,125/Mtr,12500,Meter,Each,1,"1119010, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 10 Core PVC Control Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.5 sqmm,Length,100 m,Number Of Cores,10 Core,Overall Diameter,,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,3263720397-1119010--Lapp,,18%,,,,,,,,,1,5-6 Days,
1848,"1119012, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 12 Core PVC Control Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119012,,1119012,159/Mtr,15900,Meter,Each,1,"1119012, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 12 Core PVC Control Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.5 sqmm,Length,100 m,Number Of Cores,12 Core,Overall Diameter,8.9 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,131 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,9183538536-1119012--Lapp,,18%,,,,,,,,,1,5-6 Days,
1849,"1119014, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 14 Core PVC Control Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119014,,1119014,167/Mtr,16700,Meter,Each,1,"1119014, Lapp OLFLEX CLASSIC 110 0.5 Sqmm 14 Core PVC Control Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.5 sqmm,Length,100 m,Number Of Cores,14 Core,Overall Diameter,9.5 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,153 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,8893505045-1119014--Lapp,,18%,,,,,,,,,1,5-6 Days,
1850,"1119103, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 3 Core Low Tension Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119103,,1119103,55/Mtr,5500,Meter,Each,1,"1119103, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 3 Core Low Tension Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,3 Core,Overall Diameter,5.7 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,55 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,2368942945-1119103--Lapp,,18%,,,,,,,,,1,5-6 Days,
1851,"1119104, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 4 Core Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119104,,1119104,72/Mtr,7200,Meter,Each,1,"1119104, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 4 Core Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,4 Core,Overall Diameter,6.2 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,66 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,1302925321-1119104--Lapp,,18%,,,,,,,,,1,5-6 Days,
1852,"1119105, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 5 Core Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119105,,1119105,92/Mtr,9200,Meter,Each,1,"1119105, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 5 Core Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,5 Core,Overall Diameter,6.7 m,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,79 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,6358810149-1119105--Lapp,,18%,,,,,,,,,1,5-6 Days,
1853,"1119107, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 7 Core Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119107,,1119107,117/Mtr,11700,Meter,Each,1,"1119107, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 7 Core Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,7 Core,Overall Diameter,7.3 m,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,5307180050-1119107--Lapp,,18%,,,,,,,,,1,5-6 Days,
1854,"1119109, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 9 Core Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119109,,1119109,150/Mtr,15000,Meter,Each,1,"1119109, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 9 Core Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,9 Core,Overall Diameter,9.4 m,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,101 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,3446103063-1119109--Lapp,,18%,,,,,,,,,1,5-6 Days,
1855,"1119110, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 10 Core Flexible Cable, Length: 100 m",Lapp,Industrial Wire & Cables,Cables,Multi Core Cables,Unshielded Control Cable,1119110,,1119110,183/Mtr,18300,Meter,Each,1,"1119110, Lapp OLFLEX CLASSIC 110 0.75 Sqmm 10 Core Flexible Cable, Length: 100 m",,,,,,Insulation Material,PVC,Nominal Size,0.75 sqmm,Length,100 m,Number Of Cores,10 Core,Overall Diameter,9.6 mm,Rated Voltage,300-500 V,Series,OLFLEX CLASSIC 110,Wieght,150 kg/km,,,,,,,1713176682-Product-Screenshot 2024-04-15 155229.png,3080066341-1119110--Lapp,,18%,,,,,,,,,1,5-6 Days,
