c1_category,c2_category,leaf_category
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 0.5A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 1A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 2A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 3A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 4A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 8A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 13A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 1-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 0.5A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 1A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 2A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 3A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 4A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 8A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 13A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 2-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 0.5A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 1A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 2A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 4A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 3-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 0.5A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 1A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 2A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 4A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 4-Pole, C characteristic,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A, 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 1-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A, 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 2-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A, 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 3-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 6A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 10A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 16A, 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 20A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 25A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 32A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 40A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 50A 4-Pole, B-Curve,7.5 kA"
Low Voltage Switch Gear,MCB,"Miniature Circuit Breaker 63A 4-Pole, B-Curve,7.5 kA"
