id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
2619,"Mitsubishi, Fan Card For-MR-J4W2-77/1010B, 700A/B (200/400)",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Fan Card,"Fan Card For-MR-J4W2-77/1010B, 700A/B (200/400)",,,,,1601.26,Piece,Each,1,"Mitsubishi, Fan Card For-MR-J4W2-77/1010B, 700A/B (200/400)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497472855-Mitsubishi--F,,18%,,,,,,,,,1,1-2 Days,
2620,"Mitsubishi, Fan Card For-MR-J4W2-44B",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Fan Card,Fan Card For-MR-J4W2-44B,,,,,3341.76,Piece,Each,1,"Mitsubishi, Fan Card For-MR-J4W2-44B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164900387-Mitsubishi--F,,18%,,,,,,,,,1,1-2 Days,
2632,"Mitsubishi, Fan Card For-MR-J3-350B",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Fan Card,Fan Card For-MR-J3-350B,,,,,2227.84,Piece,Each,1,"Mitsubishi, Fan Card For-MR-J3-350B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667982226-Mitsubishi--F,,18%,,,,,,,,,1,1-2 Days,
