warehouse_code,product_sku,quantity
1100,5430485181-Kofon--KPL90,3
1100,5315475591-Kofon--KPL90,4
1100,9200519942-Kofon--KPL90,2
1100,5964530501-Kofon--KPL90,3
1100,2075057675-Kofon--KPL70,4
1100,1498208569-Kofon--KPL90,2
1100,7615459339-Kofon--KPL120,3
1100,2556686639-Kofon--KPL120,4
1100,5753365033-Kofon--KPL120,3
