name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
"BHW-T10 3P D2, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D2,BHW,BHW-T10 3P D2,,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,0768924153-BHW-T10 3P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P , MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D3,BHW,BHW-T10 3P D3,,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,6375914082-BHW-T10 3P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D4, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D4,BHW,BHW-T10 3P D4,,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,8960372451-BHW-T10 3P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D6, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D6,BHW,BHW-T10 3P D6,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,3872194605-BHW-T10 3P D6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D10, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D10,BHW,BHW-T10 3P D10,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,9370824561-BHW-T10 3P D10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D16, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D16,BHW,BHW-T10 3P D16,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,8594061372-BHW-T10 3P D16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D20, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D20,BHW,BHW-T10 3P D20,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,1749325068-BHW-T10 3P D20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D25, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D25,BHW,BHW-T10 3P D25,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,5283619470-BHW-T10 3P D25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D32, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D32,BHW,BHW-T10 3P D32,,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,6908251473-BHW-T10 3P D32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D40, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D40,BHW,BHW-T10 3P D40,,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,4192038675-BHW-T10 3P D40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D50, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D50,BHW,BHW-T10 3P D50,,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,4186302579-BHW-T10 3P D50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 3P D63, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,Three Pole Type D Miniature Circuit Breakers,BHW-T10 3P D63,BHW,BHW-T10 3P D63,,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,7810645392-BHW-T10 3P D63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,54mm,92.6mm,44mm,0.39kg,1,
"BHW-T10 4P D1, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D1,BHW,BHW-T10 4P D1,,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,7689435120-BHW-T10 4P D1,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D2, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D2,BHW,BHW-T10 4P D2,,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,0954182673-BHW-T10 4P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D3, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D3,BHW,BHW-T10 4P D3,,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,9580246731-BHW-T10 4P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D4, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D4,BHW,BHW-T10 4P D4,,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,9836027145-BHW-T10 4P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D6, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D6,BHW,BHW-T10 4P D6,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,0489637152-BHW-T10 4P D6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D10, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D10,BHW,BHW-T10 4P D10,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5231704968-BHW-T10 4P D10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D16, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D16,BHW,BHW-T10 4P D16,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5864921073-BHW-T10 4P D16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D20, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D20,BHW,BHW-T10 4P D20,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,8569470132-BHW-T10 4P D20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D25, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D25,BHW,BHW-T10 4P D25,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,3205961478-BHW-T10 4P D25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D32, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D32,BHW,BHW-T10 4P D32,,2407.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,4892651073-BHW-T10 4P D32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D40, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D40,BHW,BHW-T10 4P D40,,3398.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,6019532487-BHW-T10 4P D40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D50, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D50,BHW,BHW-T10 4P D50,,3398.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,1397864502-BHW-T10 4P D50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
"BHW-T10 4P D63, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,MCB,four Pole Type D Miniature Circuit Breakers,BHW-T10 4P D63,BHW,BHW-T10 4P D63,,3398.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",,,,,,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,,,,,,,,,,,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,0983217645-BHW-T10 4P D63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,,,72mm,92.6mm,44mm,0.52kg,1,
