c1_category,c2_category,leaf_category
Panel Enclosure,Compact Enclosures,"WHD: 760x760x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 600x600x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 400x500x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 300x400x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 500x500x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 600x600x250 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 500x700x250 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 600x600x350 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 500x500x300 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 600x380x210 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 800x1200x300 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 600x800x250 mm, Sheet steel"
Panel Enclosure,Compact Enclosures,"WHD: 380x380x210 mm, Sheet steel"
