c1_category,c2_category,leaf_category
Connectors,Terminal Blocks,24 Amp 2.5 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,32 Amp 4 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,41 Amp 6 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,57 Amp 10 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,76 Amp 16 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,101 Amp 25 Sq. mm Grey Terminal Block
Connectors,Terminal Blocks,125 Amp 35 Sq. mm Grey Terminal Block
