c1_category,c2_category,leaf_category
Commincation Cable,HMI Communication Cable,Delta PLC to HMI Communication Cable
Programming Cable,PLC Programming Cable,Omron PLC Programming Cable Cn226
Programming Cable,PLC Programming Cable,"PVC Delta Plc Programming Cable, Grey 12 V"
Programming Cable,PLC Programming Cable,"PLC Programming Communication Cables, 24v DC"
Commincation Cable,PLC Communication Cable,Aluminium PLC To HMI Communication Cables White
