id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
7936,Senci SC1500i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC1500i,SC,SC1500i,,,Piece,Each,1,,,,,,,Max Power,1500W,Rated Power,1200W,Engine Model,SH60B (80cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199568-Product-SC1500i.PNG,7613104312-Senci-SC1500i,,18%,,,,,,,,,1,15-20 Days,
7937,Senci SC2000i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC2000i,SC,SC2000i,,,Piece,Each,1,,,,,,,Max Power,2000W,Rated Power,1600W,Engine Model,SC80B (80cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199580-Product-SC2000i.PNG,3512492247-Senci-SC2000i,,18%,,,,,,,,,1,15-20 Days,
7938,Senci SC2500i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC2500i,SC,SC2500i,,,Piece,Each,1,,,,,,,Max Power,2500W,Rated Power,2200W,Engine Model,SH100 (98cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199594-Product-SC2500i.PNG,4532258165-Senci-SC2500i,,18%,,,,,,,,,1,15-20 Days,
7939,Senci SC3000i-L-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC3000i-L,SC,SC3000i-L,,,Piece,Each,1,,,,,,,Max Power,2500W,Rated Power,2200W,Engine Model,SH100 (98cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199611-Product-SC3000i-L.PNG,7168094065-Senci-SC3000i,,18%,,,,,,,,,1,15-20 Days,
7940,Senci SC4000i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC4000i,SC,SC4000i,,,Piece,Each,1,,,,,,,Max Power,4000W,Rated Power,3500W,Engine Model,SV230 (230cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199626-Product-SC4000i.PNG,9565401131-Senci-SC4000i,,18%,,,,,,,,,1,15-20 Days,
7941,Senci SC5500i-L-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC5500i-L,SC,SC5500i-L,,,Piece,Each,1,,,,,,,Max Power,5500W,Rated Power,5000W,Engine Model,SV275 (274cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199921-Product-SC5500i-L.PNG,2899305879-Senci-SC5500i,,18%,,,,,,,,,1,15-20 Days,
7942,Senci SC6000i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC6000i,SC,SC6000i,,,Piece,Each,1,,,,,,,Max Power,6000W,Rated Power,5500W,Engine Model,SV320 (320cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199658-Product-SC6000i.PNG,7235561142-Senci-SC6000i,,18%,,,,,,,,,1,15-20 Days,
7943,Senci SC9000i-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,SC9000i,SC,SC9000i,,,Piece,Each,1,,,,,,,Max Power,8500W,Rated Power,7500W,Engine Model,SV460 (459cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199678-Product-SC9000i.PNG,5113382132-Senci-SC9000i,,18%,,,,,,,,,1,15-20 Days,
7944,Senci Welding Generator-Inverter Generator - 50Hz,Senci,Customized Product,Generators,Inverter Generators,Inverter Generator - 50Hz,Welding Generator,,Welding Generator,,,Piece,Each,1,,,,,,,Max Power,50-130W,Rated Power,Output 2.5KW,Engine Model,SV230 (223cc),Rated Frequency,50Hz,Fuel,Petrol,,,,,,,,,,,,,1721199692-Product-Welding Generator.PNG,3952237942-Senci-Welding,,18%,,,,,,,,,1,15-20 Days,
