id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
1624,"CSMBS4C25 C&S Electric- 25A 4 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS4C25,C-Series,CSMBS4C25,4575,3660,Piece,Pack of 3,1,"CSMBS3C25,C&S,25A 4 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,9994677479-CSMBS4C25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1625,"CSMBS4C32 C&S Electric- 32A 4 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS4C32,C-Series,CSMBS4C32,4575,3660,Piece,Pack of 3,1,"CSMBS3C32,C&S,32A 4 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,5372830355-CSMBS4C32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1626,"CSMBS4C40 C&S Electric- 40A 4 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS4C40,C-Series,CSMBS4C40,6780,5424,Piece,Pack of 3,1,"CSMBS3C40,C&S,40A 4 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,5917690848-CSMBS4C40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1627,"CSMBS4C50 C&S Electric- 50A 4 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS4C50,C-Series,CSMBS4C50,7065,5652,Piece,Pack of 3,1,"CSMBS3C50,C&S,50A 4 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,5911693020-CSMBS4C50-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1628,"CSMBS4C63 C&S Electric- 63A 4 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS4C63,C-Series,CSMBS4C63,7065,5652,Piece,Pack of 3,1,"CSMBS3C63,C&S,63A 4 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,2852458897-CSMBS4C63-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1629,"CSMBS1D0.5 C&S Electric- 0.5A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D0.5,D-Series,CSMBS1D0.5,6360,5088,Piece,Pack of 12,1,"CSMBS1D0.5,C&S 0.5A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, C hennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,9969559595-CSMBS1D0.5-C&,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1630,"CSMBS1D1 C&S Electric- 1A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D1,D-Series,CSMBS1D1,6360,5088,Piece,Pack of 12,1,"CSMBS1D1,C&S 1A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,9541881572-CSMBS1D1-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1631,"CSMBS1D2 C&S Electric- 2A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D2,D-Series,CSMBS1D2,6360,5088,Piece,Pack of 12,1,"CSMBS1D2,C&S 2A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,7121143514-CSMBS1D2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1632,"CSMBS1D3 C&S Electric- 3A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D3,D-Series,CSMBS1D3,6360,5088,Piece,Pack of 12,1,"CSMBS1D3,C&S 3A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,1168945790-CSMBS1D3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1633,"CSMBS1D4 C&S Electric- 4A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D4,D-Series,CSMBS1D4,6360,5088,Piece,Pack of 12,1,"CSMBS1D4,C&S A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,4237803454-CSMBS1D4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1634,"CSMBS1D5 C&S Electric- 5A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D5,D-Series,CSMBS1D5,6360,5088,Piece,Pack of 12,1,"CSMBS1D5,C&S 5A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,6163307073-CSMBS1D5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1635,"CSMBS1D6 C&S Electric- 6A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D6,D-Series,CSMBS1D6,5220,4176,Piece,Pack of 12,1,"CSMBS1D6,C&S 6A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,6765359351-CSMBS1D6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1636,"CSMBS1D10 C&S Electric- 10A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D10,D-Series,CSMBS1D10,5220,4176,Piece,Pack of 12,1,"CSMBS1D10,C&S 10A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,9970713907-CSMBS1D10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1637,"CSMBS1D16 C&S Electric- 16A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D16,D-Series,CSMBS1D16,5220,4176,Piece,Pack of 12,1,"CSMBS1D16,C&S 16A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,9407938083-CSMBS1D16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1638,"CSMBS1D20 C&S Electric- 20A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D20,D-Series,CSMBS1D20,5220,4176,Piece,Pack of 12,1,"CSMBS1D20,C&S 20A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,8714420650-CSMBS1D20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1639,"CSMBS1D25 C&S Electric- 25A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D25,D-Series,CSMBS1D25,5220,4176,Piece,Pack of 12,1,"CSMBS1D25,C&S 25A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,7526847232-CSMBS1D25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1640,"CSMBS1D32 C&S Electric- 32A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D32,D-Series,CSMBS1D32,5220,4176,Piece,Pack of 12,1,"CSMBS1D32,C&S 32A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,2160214967-CSMBS1D32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1641,"CSMBS1D40 C&S Electric- 40A, 1 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 12)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS1D40,D-Series,CSMBS1D40,8940,7152,Piece,Pack of 12,1,"CSMBS1D40,C&S 40A, 1 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS1D40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,8144761926-CSMBS1D40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
