id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
1569,"CSMBS2C0.5 C&S Electric- 0.5A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C0.5,C-Series,CSMBS2C0.5,8130,6504,Piece,Pack of 6,1,"CSMBS2C0.5,C&S ,0.5A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,3347055861-CSMBS2C0.5-C&,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1570,"CSMBS2C1 C&S Electric- 1A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C1,C-Series,CSMBS2C1,8130,6504,Piece,Pack of 6,1,"CSMBS2C1,C&S,1A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,4711018465-CSMBS2C1-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1571,"CSMBS2C2 C&S Electric- 2A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C2,C-Series,CSMBS2C2,8130,6504,Piece,Pack of 6,1,"CSMBS2C2,C&S,2A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,4515378036-CSMBS2C2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1572,"CSMBS2C3 C&S Electric- 3A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C3,C-Series,CSMBS2C3,8130,6504,Piece,Pack of 6,1,"CSMBS2C3,C&S,3A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,5347253224-CSMBS2C3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1573,"CSMBS2C4 C&S Electric- 4A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C4,C-Series,CSMBS2C4,8130,6504,Piece,Pack of 6,1,"CSMBS2C4,C&S,4A 2 Pole C Curve 10kA WiNtrip2 MCB :- Buy C&S, CSMBS2\C4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1633938058-CSMBS2C4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1574,"CSMBS2C5 C&S Electric- 5A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C5,C-Series,CSMBS2C5,8130,6504,Piece,Pack of 6,1,"CSMBS2C5,C&S,5A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1178965844-CSMBS2C5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1575,"CSMBS2C6 C&S Electric- 6A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C6,C-Series,CSMBS2C6,5790,4632,Piece,Pack of 6,1,"CSMBS2C6,C&S,6A 2 Pole C Curve 10kA WiNtrip2 MCB :- Buy C&S, CSMBS2C6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,5102482583-CSMBS2C6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1576,"CSMBS2C10 C&S Electric- 10A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C10,C-Series,CSMBS2C10,5790,4632,Piece,Pack of 6,1,"CSMBS2C10,C&S10A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,4271921660-CSMBS2C10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1577,"CSMBS2C16 C&S Electric- 16A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C16,C-Series,CSMBS2C16,5790,4632,Piece,Pack of 6,1,"CSMBS2C16,C&S,16A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,8794058494-CSMBS2C16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1578,"CSMBS2C20 C&S Electric- 20A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C20,C-Series,CSMBS2C20,5790,4632,Piece,Pack of 6,1,"CSMBS2C20,C&S,20A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1450263332-CSMBS2C20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1579,"CSMBS2C25 C&S Electric- 25A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C25,C-Series,CSMBS2C25,5790,4632,Piece,Pack of 6,1,"CSMBS2C25,C&S,25A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,2897734163-CSMBS2C25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1580,"CSMBS2C32 C&S Electric- 32A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C32,C-Series,CSMBS2C32,5790,4632,Piece,Pack of 6,1,"CSMBS2C32,C&S,32A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,4958616073-CSMBS2C32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1581,"CSMBS2C40 C&S Electric- 40A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C40,C-Series,CSMBS2C40,8490,6792,Piece,Pack of 6,1,"CSMBS2C40,C&S,40A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,6836799212-CSMBS2C40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1582,"CSMBS2C50 C&S Electric- 50A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C50,C-Series,CSMBS2C50,9660,7728,Piece,Pack of 6,1,"CSMBS2C50,C&S,50A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,5068845841-CSMBS2C50-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1583,"CSMBS2C63 C&S Electric- 63A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS2C63,C-Series,CSMBS2C63,9660,7728,Piece,Pack of 6,1,"CSMBS2C63,C&S,63A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,6396777690-CSMBS2C63-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1584,"CSMBS3C0.5 C&S Electric-0.5A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C0.5,C-Series,CSMBS3C0.5,7620,6096,Piece,Pack of 4,1,"CSMBS3C0.5,C&S ,0.5A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,7864390661-CSMBS3C0.5-C&,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1585,"CSMBS3C1 C&S Electric- 1A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C1,C-Series,CSMBS3C1,7620,6096,Piece,Pack of 4,1,"CSMBS3C1,C&S,1A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,5921312367-CSMBS3C1-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1586,"CSMBS3C2 C&S Electric- 2A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C2,C-Series,CSMBS3C2,7620,6096,Piece,Pack of 4,1,"CSMBS3C2,C&S,2A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,7136331949-CSMBS3C2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1587,"CSMBS3C3 C&S Electric- 3A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C3,C-Series,CSMBS3C3,7620,6096,Piece,Pack of 4,1,"CSMBS3C3,C&S,3A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,6097300291-CSMBS3C3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1588,"CSMBS3C4 C&S Electric- 4A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C4,C-Series,CSMBS3C4,7620,6096,Piece,Pack of 4,1,"CSMBS3C4,C&S,4A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,3190751299-CSMBS3C4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1589,"CSMBS3C5 C&S Electric- 5A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C5,C-Series,CSMBS3C5,7620,6096,Piece,Pack of 4,1,"CSMBS3C5,C&S,5A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,4268004642-CSMBS3C5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1590,"CSMBS3C6 C&S Electric- 6A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C6,C-Series,CSMBS3C6,6100,4880,Piece,Pack of 4,1,"CSMBS3C6,C&S,6A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,1532266254-CSMBS3C6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1591,"CSMBS3C10 C&S Electric- 10A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C10,C-Series,CSMBS3C10,6100,4880,Piece,Pack of 4,1,"CSMBS3C10,C&S10A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,3768459951-CSMBS3C10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1592,"CSMBS3C16 C&S Electric- 16A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C16,C-Series,CSMBS3C16,6100,4880,Piece,Pack of 4,1,"CSMBS3C16,C&S,16A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,4686399834-CSMBS3C16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1593,"CSMBS3C20 C&S Electric- 20A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C20,C-Series,CSMBS3C20,6100,4880,Piece,Pack of 4,1,"CSMBS3C20,C&S,20A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,7204734780-CSMBS3C20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
1594,"CSMBS3C25 C&S Electric- 25A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Factory Automation,Low Voltage Switch Gear,--,--,CSMBS3C25,C-Series,CSMBS3C25,6100,4880,Piece,Pack of 4,1,"CSMBS3C25,C&S,25A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,1833160360-CSMBS3C25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days
