name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
"Mitsubishi Electric GS2107 ,GOT Simple,7""wideTFT,DC,WVGA,65536 Colors colors,RS-422/485,RS-232;USB,Eth,SD,Black",Mitsubishi Electric,Factory Automation,Human Machine Interface,"GOT Simple,7""wideTFT,DC,WVGA,65536 Colors colors,RS-422/485,RS-232;USB,Eth,SD,Black",,GS2107,,GS2107,,14000,Piece,Each,1,"Mitsubishi Electric GS2107 ,GOT Simple,7""wideTFT,DC,WVGA,65536 Colors colors,RS-422/485,RS-232;USB,Eth,SD,Black",,,,,,Mounting Type,Panel Mount,Phase,Single Phase,Control Type,Touch Screen,Power Supply,24 VDC,Protection Class,IP65F,Display Section,TFT Color,Display Color,65536 Colors,Resolution,800 x 480 Pixels,Operating Ambient Temperature,0 to 55 DegreeC,Power Consumption,6.5 W,Display Size,7 Inch,1713426919-Product-Screenshot 2024-04-18 132512.png,,,18%,,,,,206mm,155mm,50mm,"0,9kg",1,1-2 Days,
