id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
2609,"Mitsubishi, Control PCB Board For-MR-J4-A",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Control PCB,Control PCB Board For-MR-J4-A,,,,,18310.06,Piece,Each,1,"Mitsubishi, Control PCB Board For-MR-J4-A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3297688138-Mitsubishi--C,,18%,,,,,,,,,1,8-10 Days,
2610,"Mitsubishi, Control PCB Board For-MR-J4-B",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Control PCB,Control PCB Board For-MR-J4-B,,,,,21025.24,Piece,Each,1,"Mitsubishi, Control PCB Board For-MR-J4-B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9398167919-Mitsubishi--C,,18%,,,,,,,,,1,8-10 Days,
2636,"Mitsubishi, Connector Card PCB For-MR-JE-200/350 (A type)",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Control PCB,Connector Card PCB For-MR-JE-200/350 (A type),,,,,10094.9,Piece,Each,1,"Mitsubishi, Connector Card PCB For-MR-JE-200/350 (A type)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838944609-Mitsubishi--C,,18%,,,,,,,,,1,8-10 Days,
2637,"Mitsubishi, Connector Card PCB For-MR-JE-200/350 (B type)",Mitsubishi Electric,Factory Automation,Repair / Spare Parts,Control PCB,Connector Card PCB For-MR-JE-200/350 (B type),,,,,14620.2,Piece,Each,1,"Mitsubishi, Connector Card PCB For-MR-JE-200/350 (B type)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585001951-Mitsubishi--C,,18%,,,,,,,,,1,8-10 Days,
